State of Residence,State of Residence Code,Age of Mother 9,Age of Mother 9 Code,Mother's Education,Mother's Education Code,Gestational Diabetes,Gestational Diabetes Code,Births,Average Age of Mother (years),Average OE Gestational Age (weeks),Average Birth Weight (grams),Average Pre-pregnancy BMI,Average Number of Prenatal Visits,Average Interval Since Last Other Pregnancy Outcome (months)
Texas,48,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,No,2,17795,27.34,38.46,3309.58,27.15,11.13,31.86
Texas,48,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Unknown or Not Stated,9,21,27.71,38.05,3074.48,27.04,9.86,15.8
Texas,48,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Yes,1,228,27.7,37.89,3247.6,30.34,11.48,24.97
Texas,48,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,4463,27.64,38.41,3297.47,26.97,11.13,28.81
Texas,48,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Yes,1,41,27.73,37.93,3357.73,28.75,12.31,16
Texas,48,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,736,27.93,38.37,3237,25.53,11.04,26.56
Texas,48,25-29 years,25-29,Unknown or Not Stated,Unk,Yes,1,32,27.22,37.16,3196.16,33.87,12.54,24
Texas,48,25-29 years,25-29,Unknown or Not Stated,Unk,No,2,458,27.06,37.83,3150.68,28.26,9.75,47.02
Texas,48,25-29 years,25-29,Unknown or Not Stated,Unk,Unknown or Not Stated,9,10,26.4,35.9,2760.4,26.4,3.8,Not Applicable
Texas,48,30-34 years,30-34,8th grade or less,1,Yes,1,43,31.72,37.3,3066.63,34.54,10.63,48.1
Texas,48,30-34 years,30-34,8th grade or less,1,No,2,242,31.64,38.04,3239.17,30.26,8.11,66.12
Texas,48,30-34 years,30-34,9th through 12th grade with no diploma,2,Yes,1,273,31.96,37.45,3202.54,32.93,11.24,55.06
Texas,48,30-34 years,30-34,9th through 12th grade with no diploma,2,No,2,2541,31.79,37.69,3097.91,30.43,9.25,69.1
Texas,48,30-34 years,30-34,9th through 12th grade with no diploma,2,Unknown or Not Stated,9,14,31.5,35.86,2668.93,28.53,1.75,68
Texas,48,30-34 years,30-34,High school graduate or GED completed,3,Yes,1,1369,31.83,37.31,3219.69,34.06,11.32,64.15
Texas,48,30-34 years,30-34,High school graduate or GED completed,3,No,2,12671,31.7,37.89,3166.57,30.5,9.87,63.88
Texas,48,30-34 years,30-34,High school graduate or GED completed,3,Unknown or Not Stated,9,37,31.57,37.44,3071.35,28.44,5.08,64.25
Texas,48,30-34 years,30-34,"Some college credit, but not a degree",4,Yes,1,1525,31.9,37.38,3239.39,33.85,11.38,60.87
Texas,48,30-34 years,30-34,"Some college credit, but not a degree",4,No,2,13778,31.79,38.05,3228.53,29.95,10.29,60.04
Texas,48,30-34 years,30-34,"Some college credit, but not a degree",4,Unknown or Not Stated,9,36,31.89,37.71,3157.25,28.3,7.59,72.12
Texas,48,30-34 years,30-34,"Associate degree (AA, AS)",5,Yes,1,602,31.94,37.53,3219.55,32.5,11.44,60.71
Texas,48,30-34 years,30-34,"Associate degree (AA, AS)",5,No,2,6043,31.8,38.05,3235.01,29.41,10.66,53.89
Texas,48,30-34 years,30-34,"Associate degree (AA, AS)",5,Unknown or Not Stated,9,13,31.77,38.38,3180.62,28.59,9.6,43.33
Texas,48,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Yes,1,1464,32,37.71,3249.9,30.39,11.74,42.7
Texas,48,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,No,2,22070,31.88,38.41,3318.71,27.05,11.14,42.13
Texas,48,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Unknown or Not Stated,9,15,31,38.47,3341.67,27.54,10.92,10.5
Texas,48,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Yes,1,571,32.14,37.65,3242.3,31.08,12.11,44.5
Texas,48,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,8662,32.04,38.42,3314.64,26.83,11.26,36.69
Texas,48,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Yes,1,116,32.13,37.93,3193.55,27.98,11.73,28.5
Texas,48,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,2495,32.15,38.42,3299.3,25.23,11.09,32.15
Texas,48,30-34 years,30-34,Unknown or Not Stated,Unk,Yes,1,45,31.98,36.73,2979.69,31.15,11.38,29.12
Texas,48,30-34 years,30-34,Unknown or Not Stated,Unk,No,2,496,31.9,37.58,3127.21,28.49,9.89,59.51
Texas,48,30-34 years,30-34,Unknown or Not Stated,Unk,Unknown or Not Stated,9,10,32,37.44,2924.6,22.45,7.5,97
Texas,48,35-39 years,35-39,8th grade or less,1,Yes,1,21,36.57,36.48,3316,35.95,11.19,80.6
Texas,48,35-39 years,35-39,8th grade or less,1,No,2,98,36.59,37.34,3141.82,30.18,7.73,91.88
Texas,48,35-39 years,35-39,9th through 12th grade with no diploma,2,Yes,1,152,36.53,37.05,3228.62,33.77,10.31,86.21
Texas,48,35-39 years,35-39,9th through 12th grade with no diploma,2,No,2,1012,36.52,37.27,3048.24,31.43,9.24,87.48
Texas,48,35-39 years,35-39,High school graduate or GED completed,3,Yes,1,697,36.68,37.08,3161.28,34.68,11.31,86.71
Texas,48,35-39 years,35-39,High school graduate or GED completed,3,No,2,4580,36.5,37.66,3138.86,30.92,9.98,74.71
Texas,48,35-39 years,35-39,High school graduate or GED completed,3,Unknown or Not Stated,9,15,36.6,37.73,3199.87,27.76,4.27,76.33
Texas,48,35-39 years,35-39,"Some college credit, but not a degree",4,Yes,1,815,36.62,37.34,3240.82,33.25,11.3,71.32
Texas,48,35-39 years,35-39,"Some college credit, but not a degree",4,No,2,5813,36.54,37.78,3185.37,30.39,10.35,73.36
Texas,48,35-39 years,35-39,"Some college credit, but not a degree",4,Unknown or Not Stated,9,12,36.5,38.55,3349.58,29.83,5.57,60
Texas,48,35-39 years,35-39,"Associate degree (AA, AS)",5,Yes,1,376,36.62,37.33,3221.31,32.4,11.55,69.2
Texas,48,35-39 years,35-39,"Associate degree (AA, AS)",5,No,2,2676,36.52,37.74,3173.44,30.03,10.45,68
Texas,48,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Yes,1,955,36.69,37.67,3242.25,31.11,11.9,51.31
Texas,48,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,No,2,10278,36.51,38.19,3291.3,27.19,11.14,53.24
Texas,48,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Yes,1,436,36.65,37.64,3225.18,30.81,11.97,48.5
Texas,48,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,5245,36.53,38.23,3293.34,27.42,11.24,46.86
Texas,48,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Yes,1,133,36.81,37.7,3241.27,29.11,11.3,41.63
Texas,48,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,1860,36.59,38.23,3267.21,25.73,11.18,43.29
Texas,48,35-39 years,35-39,Unknown or Not Stated,Unk,Yes,1,28,36.61,37.68,3510.57,32.32,11.22,65.67
Texas,48,35-39 years,35-39,Unknown or Not Stated,Unk,No,2,275,36.56,37.97,3186.24,27.95,9.77,69.81
Texas,48,35-39 years,35-39,Unknown or Not Stated,Unk,Unknown or Not Stated,9,10,35.9,37.62,3180.2,23.8,6,Not Applicable
Texas,48,40-44 years,40-44,8th grade or less,1,No,2,21,41.05,37.95,3244,29.41,8.75,75.17
Texas,48,40-44 years,40-44,9th through 12th grade with no diploma,2,Yes,1,48,41.04,36.67,3125.21,33.22,10.54,70.06
Texas,48,40-44 years,40-44,9th through 12th grade with no diploma,2,No,2,211,41.14,37.36,3037.91,32.24,9.58,94.71
Texas,48,40-44 years,40-44,High school graduate or GED completed,3,Yes,1,158,41.2,37.04,3150.89,32.26,11.07,80.68
Texas,48,40-44 years,40-44,High school graduate or GED completed,3,No,2,904,41.1,37.35,3076.47,30.46,9.94,73.17
Texas,48,40-44 years,40-44,"Some college credit, but not a degree",4,Yes,1,204,41.25,37.13,3162.19,32.71,12.02,85.34
Texas,48,40-44 years,40-44,"Some college credit, but not a degree",4,No,2,1142,41.1,37.58,3155.61,30.35,10.21,81.51
Texas,48,40-44 years,40-44,"Associate degree (AA, AS)",5,Yes,1,85,41.55,37.54,3317.19,32.86,11.24,63.19
Texas,48,40-44 years,40-44,"Associate degree (AA, AS)",5,No,2,556,41.17,37.62,3111.69,29.81,10.9,77.72
Texas,48,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,Yes,1,245,41.16,37.3,3164.8,31.09,12.32,56.44
Texas,48,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,No,2,1802,41.13,37.89,3232.83,27.81,11.2,59.36
Texas,48,40-44 years,40-44,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Yes,1,122,41.02,37.42,3234.73,30.57,12.15,50.13
Texas,48,40-44 years,40-44,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,1131,41.09,37.83,3190.34,27.88,11.68,60.58
Texas,48,40-44 years,40-44,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Yes,1,33,40.85,37.58,3182.73,30.05,12.5,54.18
Texas,48,40-44 years,40-44,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,383,41.14,37.96,3272.35,26.23,11.43,56.86
Texas,48,40-44 years,40-44,Unknown or Not Stated,Unk,No,2,75,40.96,37.6,3064.65,28.16,9.76,74.76
Texas,48,45-49 years,45-49,9th through 12th grade with no diploma,2,No,2,10,45.5,38.2,3326,29.78,7.5,82
Texas,48,45-49 years,45-49,High school graduate or GED completed,3,No,2,24,45.67,37.12,2929.08,28.12,10.41,109.6
Texas,48,45-49 years,45-49,"Some college credit, but not a degree",4,Yes,1,10,45.9,36.7,3049.9,32.46,14.44,118.67
Texas,48,45-49 years,45-49,"Some college credit, but not a degree",4,No,2,58,45.91,37.83,3156.19,28.17,10.69,73.31
Texas,48,45-49 years,45-49,"Associate degree (AA, AS)",5,No,2,26,45.85,35.88,2760.15,32.34,10.91,105.5
Texas,48,45-49 years,45-49,"Bachelor's degree (BA, AB, BS)",6,Yes,1,23,46.13,36.7,2932.09,29.41,9.59,95.71
Texas,48,45-49 years,45-49,"Bachelor's degree (BA, AB, BS)",6,No,2,100,46.13,37.45,3133.08,27.54,11.17,60.03
Texas,48,45-49 years,45-49,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Yes,1,11,46.18,37.36,3233.09,28.26,13.4,115.4
Texas,48,45-49 years,45-49,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,73,46.04,37.51,3164.49,28.58,11.31,77.95
Texas,48,45-49 years,45-49,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,25,46.2,36.92,3018.76,26.05,12.58,47.38
Texas,48,50 years and over,50+,"Bachelor's degree (BA, AB, BS)",6,No,2,15,50,37.27,2905.13,28.03,9.67,149
Utah,49,15-19 years,15-19,8th grade or less,1,No,2,14,17.5,37.5,2660.29,23.41,8.77,15.5
Utah,49,15-19 years,15-19,9th through 12th grade with no diploma,2,No,2,433,17.59,38.18,3060.27,23.43,9.13,21.77
Utah,49,15-19 years,15-19,High school graduate or GED completed,3,Yes,1,10,18.6,35.9,2988.5,27.72,9.67,Not Applicable
Utah,49,15-19 years,15-19,High school graduate or GED completed,3,No,2,383,18.48,38.15,3074.68,24.64,10.19,23.21
Utah,49,15-19 years,15-19,"Some college credit, but not a degree",4,No,2,117,18.72,38.5,3182.93,23.31,10.56,16.67
Utah,49,15-19 years,15-19,"Associate degree (AA, AS)",5,No,2,18,18.89,38.67,3341.78,23.71,9.94,Not Applicable
Utah,49,15-19 years,15-19,Unknown or Not Stated,Unk,No,2,12,17.67,39,3271.08,27.27,8.83,14
Utah,49,20-24 years,20-24,8th grade or less,1,No,2,47,22.06,38.72,3259.96,25.05,9.94,29.7
Utah,49,20-24 years,20-24,9th through 12th grade with no diploma,2,Yes,1,23,21.91,37.83,3143.65,34.77,10.57,35.75
Utah,49,20-24 years,20-24,9th through 12th grade with no diploma,2,No,2,599,21.87,38.11,3100.41,26.2,9.77,32.85
Utah,49,20-24 years,20-24,High school graduate or GED completed,3,Yes,1,104,22.59,37.47,3183.02,29.75,11.27,18.95
Utah,49,20-24 years,20-24,High school graduate or GED completed,3,No,2,2535,22.28,38.34,3169.28,26.23,10.56,28.28
Utah,49,20-24 years,20-24,"Some college credit, but not a degree",4,Yes,1,82,22.8,38.07,3282.43,28.56,10.96,17.8
Utah,49,20-24 years,20-24,"Some college credit, but not a degree",4,No,2,2059,22.55,38.44,3245.53,25.68,10.84,25.2
Utah,49,20-24 years,20-24,"Associate degree (AA, AS)",5,Yes,1,26,23.04,37.92,3265.73,27.05,11.73,57
Utah,49,20-24 years,20-24,"Associate degree (AA, AS)",5,No,2,772,22.88,38.54,3266.35,25.06,10.9,21.85
Utah,49,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,Yes,1,34,23.29,37.56,3082.29,24.5,10.32,35.5
Utah,49,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,No,2,1057,23.4,38.57,3276.61,24.55,10.89,19.1
Utah,49,20-24 years,20-24,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,55,23.51,37.98,3118.85,24.64,12.6,16.33
Utah,49,20-24 years,20-24,Unknown or Not Stated,Unk,No,2,45,22.2,38.02,3012.91,25.83,8.84,29.6
Utah,49,25-29 years,25-29,8th grade or less,1,No,2,27,26.44,37.07,3053,28,10.62,50.09
Utah,49,25-29 years,25-29,9th through 12th grade with no diploma,2,Yes,1,30,27.43,38.03,3307.2,34.15,10.77,36.4
Utah,49,25-29 years,25-29,9th through 12th grade with no diploma,2,No,2,403,26.78,38.1,3121.09,28.42,10.04,46.15
Utah,49,25-29 years,25-29,High school graduate or GED completed,3,Yes,1,167,26.89,37.95,3228.49,32.07,11.47,39
Utah,49,25-29 years,25-29,High school graduate or GED completed,3,No,2,2491,26.78,38.21,3216.5,28.04,10.57,42.14
Utah,49,25-29 years,25-29,"Some college credit, but not a degree",4,Yes,1,198,27.23,37.97,3235.42,31.12,11.26,31.85
Utah,49,25-29 years,25-29,"Some college credit, but not a degree",4,No,2,3145,26.95,38.33,3258.85,27.33,10.78,37.29
Utah,49,25-29 years,25-29,"Associate degree (AA, AS)",5,Yes,1,78,27.08,38.12,3276.71,30.54,12.08,29.58
Utah,49,25-29 years,25-29,"Associate degree (AA, AS)",5,No,2,1535,26.93,38.43,3278.44,26.78,10.8,36.2
Utah,49,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Yes,1,207,27.36,37.96,3231.05,28.18,11.66,31.4
Utah,49,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,No,2,4739,27.14,38.56,3329.07,25.14,11.08,28.7
Utah,49,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Yes,1,38,28.13,38.47,3269.66,28.02,10.92,21.5
Utah,49,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,831,27.46,38.67,3332.07,25.63,11.41,27.94
Utah,49,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,70,27.96,38.31,3307.87,24.19,11.91,30.33
Utah,49,25-29 years,25-29,Unknown or Not Stated,Unk,No,2,59,27.25,37.78,3178.38,26.82,8.91,46.6
Utah,49,30-34 years,30-34,8th grade or less,1,No,2,20,31.25,37.9,3151.75,29.6,10.24,41.83
Utah,49,30-34 years,30-34,9th through 12th grade with no diploma,2,Yes,1,26,31.92,37.73,3241.27,34.72,10.15,66.43
Utah,49,30-34 years,30-34,9th through 12th grade with no diploma,2,No,2,198,31.86,37.86,3051.99,29.04,10.18,52.79
Utah,49,30-34 years,30-34,High school graduate or GED completed,3,Yes,1,122,31.84,37.51,3185.99,32.84,11.57,50.42
Utah,49,30-34 years,30-34,High school graduate or GED completed,3,No,2,1267,31.73,38.16,3213.98,28.68,10.23,55.33
Utah,49,30-34 years,30-34,"Some college credit, but not a degree",4,Yes,1,184,31.84,37.42,3122.79,33.8,12.07,53.9
Utah,49,30-34 years,30-34,"Some college credit, but not a degree",4,No,2,1996,31.74,38.31,3280.68,28.24,10.75,52.8
Utah,49,30-34 years,30-34,"Associate degree (AA, AS)",5,Yes,1,86,31.72,37.51,3246.08,32.47,11.77,33.04
Utah,49,30-34 years,30-34,"Associate degree (AA, AS)",5,No,2,1054,31.75,38.39,3297.81,27.51,10.82,49.23
Utah,49,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Yes,1,288,31.88,37.84,3296.32,30.26,11.3,35.72
Utah,49,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,No,2,3765,31.76,38.5,3329.58,25.53,11.05,43.15
Utah,49,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Yes,1,67,31.69,37.97,3260.36,29.23,11.44,36.06
Utah,49,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,1132,31.87,38.49,3306.88,25.6,11.17,35.96
Utah,49,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Yes,1,12,31.5,37.75,3278.17,30.32,13.17,12.25
Utah,49,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,263,32.24,38.55,3296.16,24.18,11.31,33.57
Utah,49,30-34 years,30-34,Unknown or Not Stated,Unk,No,2,63,31.52,37.67,3147.57,27.47,9.16,72
Utah,49,35-39 years,35-39,9th through 12th grade with no diploma,2,Yes,1,13,36.54,37.31,3149.54,28.64,10.46,58.67
Utah,49,35-39 years,35-39,9th through 12th grade with no diploma,2,No,2,75,36.32,37.39,2984.12,30.18,9.72,93.94
Utah,49,35-39 years,35-39,High school graduate or GED completed,3,Yes,1,70,36.7,37.49,3267.94,33.39,10.81,41.06
Utah,49,35-39 years,35-39,High school graduate or GED completed,3,No,2,487,36.42,37.94,3179.72,29.48,10.34,73.17
Utah,49,35-39 years,35-39,"Some college credit, but not a degree",4,Yes,1,103,36.5,37.56,3213.13,33.44,11.2,60
Utah,49,35-39 years,35-39,"Some college credit, but not a degree",4,No,2,728,36.47,38.04,3232.76,28.92,10.5,61.09
Utah,49,35-39 years,35-39,"Associate degree (AA, AS)",5,Yes,1,52,36.67,37.85,3278.35,34.5,11.41,49.29
Utah,49,35-39 years,35-39,"Associate degree (AA, AS)",5,No,2,383,36.5,38.02,3212.63,28.01,10.86,54.43
Utah,49,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Yes,1,120,36.84,37.73,3219.59,30.52,11.68,57.14
Utah,49,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,No,2,1520,36.42,38.34,3311.28,26.19,11.01,51.82
Utah,49,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Yes,1,44,36.91,38,3225.27,31.61,11.64,47
Utah,49,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,598,36.49,38.47,3307.48,26.04,11.56,37.46
Utah,49,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Yes,1,12,36.92,37.5,3060.42,28.58,11.83,17.67
Utah,49,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,185,36.48,38.3,3241.52,24.44,11.85,43.91
Utah,49,35-39 years,35-39,Unknown or Not Stated,Unk,No,2,34,36.68,38.03,3192.59,25.7,9.81,60
Utah,49,40-44 years,40-44,9th through 12th grade with no diploma,2,No,2,16,41,37.56,2914.62,31.05,7.71,47.25
Utah,49,40-44 years,40-44,High school graduate or GED completed,3,Yes,1,18,41.17,37.56,3228.44,32.64,10.44,13.2
Utah,49,40-44 years,40-44,High school graduate or GED completed,3,No,2,97,41.19,37.66,3184.34,28.86,9.7,93.88
Utah,49,40-44 years,40-44,"Some college credit, but not a degree",4,Yes,1,21,41.14,37.14,3178.1,30,9.9,78
Utah,49,40-44 years,40-44,"Some college credit, but not a degree",4,No,2,167,41.11,38.06,3250.35,28.03,10.76,85.63
Utah,49,40-44 years,40-44,"Associate degree (AA, AS)",5,No,2,78,40.95,37.44,3201.56,28.45,10.3,72.08
Utah,49,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,Yes,1,33,41.09,37.52,3227.76,30.01,10.55,39.67
Utah,49,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,No,2,310,41.09,38.14,3289.59,26.46,10.94,53.46
Utah,49,40-44 years,40-44,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Yes,1,20,41.4,38,3347.65,30.5,11.75,23.8
Utah,49,40-44 years,40-44,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,168,41.2,38.07,3235.82,25.85,11.47,42.93
Utah,49,40-44 years,40-44,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,35,41.37,38.06,3094.17,26.02,11.17,35
Utah,49,40-44 years,40-44,Unknown or Not Stated,Unk,No,2,14,41.07,37.93,3097.5,25.19,8.57,56.75
Utah,49,45-49 years,45-49,"Bachelor's degree (BA, AB, BS)",6,No,2,17,46.06,38.29,3295.18,26.92,11.56,39.33
Vermont,50,15-19 years,15-19,9th through 12th grade with no diploma,2,No,2,63,17.67,38.4,3118.75,25.77,11.38,17
Vermont,50,15-19 years,15-19,High school graduate or GED completed,3,No,2,40,18.62,38.62,3118.07,29.05,12.28,12.43
Vermont,50,20-24 years,20-24,9th through 12th grade with no diploma,2,No,2,93,21.99,38.55,3153.69,27.1,10.76,28.09
Vermont,50,20-24 years,20-24,High school graduate or GED completed,3,Yes,1,21,22.57,38.05,3264.38,36.93,13.9,18.67
Vermont,50,20-24 years,20-24,High school graduate or GED completed,3,No,2,291,22.36,38.62,3263.77,28.01,11.71,22.29
Vermont,50,20-24 years,20-24,"Some college credit, but not a degree",4,No,2,124,22.51,38.65,3310.87,28.12,11.96,25.7
Vermont,50,20-24 years,20-24,"Associate degree (AA, AS)",5,No,2,27,22.63,39.07,3443.44,26.33,13.85,24.62
Vermont,50,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,No,2,37,23.54,38.73,3294.62,27.26,11.97,18.8
Vermont,50,25-29 years,25-29,9th through 12th grade with no diploma,2,No,2,46,26.37,38.64,3263.76,29.09,10.67,40.06
Vermont,50,25-29 years,25-29,High school graduate or GED completed,3,Yes,1,35,26.91,37.03,3052.14,35.41,12.37,31.14
Vermont,50,25-29 years,25-29,High school graduate or GED completed,3,No,2,311,26.97,38.51,3315.59,30.05,11.91,41.86
Vermont,50,25-29 years,25-29,"Some college credit, but not a degree",4,Yes,1,22,26.68,38.05,3378.05,36.22,13.64,52.67
Vermont,50,25-29 years,25-29,"Some college credit, but not a degree",4,No,2,233,26.93,38.52,3300.04,28.34,11.81,36.96
Vermont,50,25-29 years,25-29,"Associate degree (AA, AS)",5,No,2,89,27.33,39.04,3442.06,30.25,12.58,28.83
Vermont,50,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Yes,1,17,27.59,38.29,3388.76,32.65,12.82,38
Vermont,50,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,No,2,280,27.36,38.91,3417.2,27.5,12.6,27.91
Vermont,50,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,89,27.67,39.13,3508.31,27.02,12.97,17.62
Vermont,50,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,17,28.41,39.35,3606.71,25.94,11.29,18.33
Vermont,50,30-34 years,30-34,9th through 12th grade with no diploma,2,No,2,19,31.68,38.32,3201.32,27.85,8.89,49.38
Vermont,50,30-34 years,30-34,High school graduate or GED completed,3,Yes,1,36,31.86,38.25,3191.83,33.57,13.14,37.38
Vermont,50,30-34 years,30-34,High school graduate or GED completed,3,No,2,206,31.77,38.16,3202.34,29.8,11.05,53.76
Vermont,50,30-34 years,30-34,"Some college credit, but not a degree",4,Yes,1,21,31.71,38.67,3514.71,35.14,14.62,66.43
Vermont,50,30-34 years,30-34,"Some college credit, but not a degree",4,No,2,190,31.92,38.81,3344.94,28.6,11.63,51.3
Vermont,50,30-34 years,30-34,"Associate degree (AA, AS)",5,No,2,118,31.95,38.4,3325.26,29.29,11.85,46.12
